#,Category,Term,Slug,Current Default Source(s),Your Verified Source URL,Your Notes
53,Financing,Exclusive Listing,exclusive-listing,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
54,Financing,Final Walkthrough,final-walkthrough,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
55,Financing,FINTRAC Requirements,fintrac-requirements,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
56,Financing,First Mortgage,first-mortgage,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
57,Financing,Fixed Rate Mortgage,fixed-rate-mortgage,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
58,Financing,Fixed vs Variable Rate Mortgage,fixed-vs-variable-rate-mortgage,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
59,Financing,Floodplain Designation,floodplain-designation,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
60,Financing,Foreclosure,foreclosure,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
61,Financing,Form C Charge,form-c-charge,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
62,Financing,Fourplex,fourplex,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
63,Financing,Guarantor Mortgage,guarantor-mortgage,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
64,Financing,HELOC (Home Equity Line of Credit),heloc-home-equity-line-of-credit,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
65,Financing,Home Equity,home-equity,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
66,Financing,Income Verification,income-verification,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
67,Financing,Interest Adjustment Date,interest-adjustment-date,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
68,Financing,Interest Rate,interest-rate,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
69,Financing,Interest Rate Differential,interest-rate-differential,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
70,Financing,Land Title Office,land-title-office,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca",,
71,Financing,Leasehold,leasehold,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
72,Financing,Listing Agreement,listing-agreement,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
73,Financing,Lump Sum Payment,lump-sum-payment,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
74,Financing,Maturity Date,maturity-date,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
75,Financing,Mortgage,mortgage,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
76,Financing,Mortgage Broker,mortgage-broker,OSFI Guideline B-20 — Residential Mortgage Underwriting Practices and Procedures — https://www.osfi-bsif.gc.ca/en/guidance/guidance-library/residential-mortgage-underwriting-practices-procedures-guideline-b-20 | Bank of Canada — https://www.bankofcanada.ca | Canada Mortgage and Housing Corporation (CMHC) — https://www.cmhc-schl.gc.ca | Canada Deposit Insurance Corporation (CDIC) — https://www.cdic.ca | Financial Consumer Agency of Canada (FCAC) — https://www.canada.ca/en/financial-consumer-agency.html | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca,,
